141733920768,RETURN,-1,,return user,9,16,,,2
141733920769,RETURN,-1,,return AnonymousUser(),9,18,,,1
141733920770,RETURN,-1,,return user_id,5,27,,,3
141733920771,RETURN,-1,,"return await self.app(scope, receive, send)",9,43,,,3
141733920772,RETURN,-1,,return class UUIDAuthMiddleware<meta>(...).<fakeNew>(app),18,31,,,1
141733920773,RETURN,-1,,return __newInstance,18,31,,,3
141733920774,RETURN,-1,,"return __call__(self, scope, receive, send)",5,34,,,1
141733920775,RETURN,-1,,"return __init__(self, app)",5,31,,,1
141733920776,RETURN,-1,,return settings.DEBUG,9,11,,,1
141733920777,RETURN,-1,,return class DebugPermission<meta>(...).<fakeNew>(),1,5,,,1
141733920778,RETURN,-1,,return __newInstance,1,5,,,3
141733920779,RETURN,-1,,"return has_permission(self, request, view)",5,10,,,1
141733920780,RETURN,-1,,return class CoreConfig<meta>(...).<fakeNew>(),1,4,,,1
141733920781,RETURN,-1,,return __newInstance,1,4,,,3
141733920782,RETURN,-1,,return class Command<meta>(...).<fakeNew>(),1,5,,,1
141733920783,RETURN,-1,,return __newInstance,1,5,,,3
141733920784,RETURN,-1,,"return add_arguments(self, parser)",5,8,,,1
141733920785,RETURN,-1,,"return handle(self, *args)",5,12,,,1
141733920786,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,9,,,1
141733920787,RETURN,-1,,return __newInstance,1,9,,,3
141733920788,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,8,,,1
141733920789,RETURN,-1,,return __newInstance,1,8,,,3
141733920790,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920791,RETURN,-1,,return __newInstance,1,6,,,3
141733920792,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920793,RETURN,-1,,return __newInstance,1,6,,,3
141733920794,RETURN,-1,,return user,9,30,,,8
141733920795,RETURN,-1,,"return self._create_user(username, password, **extra_fields)",9,35,,,3
141733920796,RETURN,-1,,"return self._create_user(username, password, **extra_fields)",9,46,,,5
141733920797,RETURN,-1,,"return backend.with_perm(
                perm,
                is_active=is_active,
                include_superusers=include_superusers,
                obj=obj,
            )",13,67,,,1
141733920798,RETURN,-1,,return self.none(),9,73,,,3
141733920799,RETURN,-1,,return class UserManager<meta>(...).<fakeNew>(),1,11,,,1
141733920800,RETURN,-1,,return __newInstance,1,11,,,3
141733920801,RETURN,-1,,"return _create_user(self, username, password)",5,14,,,1
141733920802,RETURN,-1,,"return create_superuser(self, username, password)",5,37,,,1
141733920803,RETURN,-1,,"return create_user(self, username, password)",5,32,,,1
141733920804,RETURN,-1,,"return with_perm(self, perm, is_active, include_superusers, backend, obj)",5,48,,,1
141733920805,RETURN,-1,,return class User<meta>(...).<fakeNew>(),1,76,,,1
141733920806,RETURN,-1,,return __newInstance,1,76,,,3
141733920807,RETURN,-1,,return request.user.role == User.ROLES[0][0],13,11,,,1
141733920808,RETURN,-1,,return False,13,13,,,1
141733920809,RETURN,-1,,return class IsAdmin<meta>(...).<fakeNew>(),1,8,,,1
141733920810,RETURN,-1,,return __newInstance,1,8,,,3
141733920811,RETURN,-1,,"return has_permission(self, request, view)",5,9,,,1
141733920812,RETURN,-1,,return obj.id == request.user.id or request.user.role == User.ROLES[0][0],13,19,,,1
141733920813,RETURN,-1,,return False,13,21,,,1
141733920814,RETURN,-1,,return class CurrentUserOrAdmin<meta>(...).<fakeNew>(),1,16,,,1
141733920815,RETURN,-1,,return __newInstance,1,16,,,3
141733920816,RETURN,-1,,"return has_object_permission(self, request, view, obj)",5,17,,,1
141733920817,RETURN,-1,,return request.method in permissions.SAFE_METHODS or request.user.role == User.ROLES[0][0],13,27,,,1
141733920818,RETURN,-1,,return False,13,29,,,1
141733920819,RETURN,-1,,return class IsAdminOrReadOnly<meta>(...).<fakeNew>(),1,24,,,1
141733920820,RETURN,-1,,return __newInstance,1,24,,,3
141733920821,RETURN,-1,,"return has_permission(self, request, view)",5,25,,,1
141733920822,RETURN,-1,,return class Meta<meta>(...).<fakeNew>(),5,11,,,1
141733920823,RETURN,-1,,return __newInstance,5,11,,,3
141733920824,RETURN,-1,,return class UserSerializer<meta>(...).<fakeNew>(),1,10,,,1
141733920825,RETURN,-1,,return __newInstance,1,10,,,3
141733920826,RETURN,-1,,return class Meta<meta>(...).<fakeNew>(),5,20,,,1
141733920827,RETURN,-1,,return __newInstance,5,20,,,3
141733920828,RETURN,-1,,return attrs,9,43,,,8
141733920829,RETURN,-1,,return user,9,47,,,2
141733920830,RETURN,-1,,return class UserCreateSerializer<meta>(...).<fakeNew>(),1,16,,,1
141733920831,RETURN,-1,,return __newInstance,1,16,,,3
141733920832,RETURN,-1,,"return create(self, validated_data)",5,45,,,1
141733920833,RETURN,-1,,"return validate(self, attrs)",5,24,,,1
141733920834,RETURN,-1,,return attrs,9,66,,,4
141733920835,RETURN,-1,,return class PasswordSerializer<meta>(...).<fakeNew>(),1,50,,,1
141733920836,RETURN,-1,,return __newInstance,1,50,,,3
141733920837,RETURN,-1,,"return validate(self, attrs)",5,55,,,1
141733920838,RETURN,-1,,return super().get_permissions(),9,28,,,2
141733920839,RETURN,-1,,return UserCreateSerializer,13,32,,,1
141733920840,RETURN,-1,,return PasswordSerializer,13,34,,,1
141733920841,RETURN,-1,,return self.serializer_class,9,36,,,2
141733920842,RETURN,-1,,return Response(serializer.data),9,45,,,3
141733920843,RETURN,-1,,return Response(status=status.HTTP_204_NO_CONTENT),9,55,,,5
141733920844,RETURN,-1,,return Response({'token': token}),9,62,,,4
141733920845,RETURN,-1,,return class UserViewSet<meta>(...).<fakeNew>(),1,19,,,1
141733920846,RETURN,-1,,return __newInstance,1,19,,,3
141733920847,RETURN,-1,,return get_permissions(self),5,24,,,1
141733920848,RETURN,-1,,return get_serializer_class(self),5,30,,,1
141733920849,RETURN,-1,,"return me(self, request, *args)",5,42,,,1
141733920850,RETURN,-1,,"return perform_destroy(self, serializer)",5,38,,,1
141733920851,RETURN,-1,,"return set_password(self, request, *args)",5,48,,,1
141733920852,RETURN,-1,,"return set_websocket_token(self, request, *args)",5,58,,,1
141733920853,RETURN,-1,,return class JobConfig<meta>(...).<fakeNew>(),1,4,,,1
141733920854,RETURN,-1,,return __newInstance,1,4,,,3
141733920855,RETURN,-1,,return class PresenceAccountConsumer<meta>(...).<fakeNew>(),1,18,,,1
141733920856,RETURN,-1,,return __newInstance,1,18,,,3
141733920857,RETURN,-1,,return connect(self),5,27,,,1
141733920858,RETURN,-1,,"return disconnect(self, code)",5,32,,,1
141733920859,RETURN,-1,,"return send_message(self, event)",5,36,,,1
141733920860,RETURN,-1,,return class DeviceConsumer<meta>(...).<fakeNew>(),1,40,,,1
141733920861,RETURN,-1,,return __newInstance,1,40,,,3
141733920862,RETURN,-1,,return connect(self),5,43,,,1
141733920863,RETURN,-1,,"return disconnect(self, code)",5,48,,,1
141733920864,RETURN,-1,,"return send_message(self, event)",5,52,,,1
141733920865,RETURN,-1,,return class Command<meta>(...).<fakeNew>(),1,9,,,1
141733920866,RETURN,-1,,return __newInstance,1,9,,,3
141733920867,RETURN,-1,,"return handle(self, *args)",5,12,,,1
141733920868,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920869,RETURN,-1,,return __newInstance,1,6,,,3
141733920870,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,7,,,1
141733920871,RETURN,-1,,return __newInstance,1,7,,,3
141733920872,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,9,,,1
141733920873,RETURN,-1,,return __newInstance,1,9,,,3
141733920874,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920875,RETURN,-1,,return __newInstance,1,6,,,3
141733920876,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,7,,,1
141733920877,RETURN,-1,,return __newInstance,1,7,,,3
141733920878,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920879,RETURN,-1,,return __newInstance,1,6,,,3
141733920880,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,16,,,1
141733920881,RETURN,-1,,return __newInstance,1,16,,,3
141733920882,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,7,,,1
141733920883,RETURN,-1,,return __newInstance,1,7,,,3
141733920884,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920885,RETURN,-1,,return __newInstance,1,6,,,3
141733920886,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,7,,,1
141733920887,RETURN,-1,,return __newInstance,1,7,,,3
141733920888,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920889,RETURN,-1,,return __newInstance,1,6,,,3
141733920890,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920891,RETURN,-1,,return __newInstance,1,6,,,3
141733920892,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,27,,,1
141733920893,RETURN,-1,,return __newInstance,1,27,,,3
141733920894,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,7,,,1
141733920895,RETURN,-1,,return __newInstance,1,7,,,3
141733920896,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920897,RETURN,-1,,return __newInstance,1,6,,,3
141733920898,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,9,,,1
141733920899,RETURN,-1,,return __newInstance,1,9,,,3
141733920900,RETURN,-1,,return class Migration<meta>(...).<fakeNew>(),1,6,,,1
141733920901,RETURN,-1,,return __newInstance,1,6,,,3
141733920902,RETURN,-1,,return class Platform<meta>(...).<fakeNew>(),1,9,,,1
141733920903,RETURN,-1,,return __newInstance,1,9,,,3
141733920904,RETURN,-1,,"return save(self, *args)",5,15,,,1
141733920905,RETURN,-1,,return self.name,9,28,,,1
141733920906,RETURN,-1,,return class Area<meta>(...).<fakeNew>(),1,23,,,1
141733920907,RETURN,-1,,return __newInstance,1,23,,,3
141733920908,RETURN,-1,,return __str__(self),5,27,,,1
141733920909,RETURN,-1,,return class DeviceSetting<meta>(...).<fakeNew>(),1,31,,,1
141733920910,RETURN,-1,,return __newInstance,1,31,,,3
141733920911,RETURN,-1,,return self.name,9,94,,,1
141733920912,RETURN,-1,,return class Device<meta>(...).<fakeNew>(),1,66,,,1
141733920913,RETURN,-1,,return __newInstance,1,66,,,3
141733920914,RETURN,-1,,return __str__(self),5,93,,,1
141733920915,RETURN,-1,,return self.name,9,117,,,1
141733920916,RETURN,-1,,return class Schedule<meta>(...).<fakeNew>(),1,97,,,1
141733920917,RETURN,-1,,return __newInstance,1,97,,,3
141733920918,RETURN,-1,,return __str__(self),5,116,,,1
141733920919,RETURN,-1,,return f'{str(self.siesta_start)} - {str(self.siesta_end)}',9,126,,,1
141733920920,RETURN,-1,,return class Siesta<meta>(...).<fakeNew>(),1,120,,,1
141733920921,RETURN,-1,,return __newInstance,1,120,,,3
141733920922,RETURN,-1,,return __str__(self),5,125,,,1
141733920923,RETURN,-1,,return class Meta<meta>(...).<fakeNew>(),5,138,,,1
141733920924,RETURN,-1,,return __newInstance,5,138,,,3
141733920925,RETURN,-1,,return str(self.order_date),9,142,,,1
141733920926,RETURN,-1,,return class Shift<meta>(...).<fakeNew>(),1,129,,,1
141733920927,RETURN,-1,,return __newInstance,1,129,,,3
141733920928,RETURN,-1,,return __str__(self),5,141,,,1
141733920929,RETURN,-1,,return class PresenceAccount<meta>(...).<fakeNew>(),1,145,,,1
141733920930,RETURN,-1,,return __newInstance,1,145,,,3
141733920931,RETURN,-1,,return class Recognition<meta>(...).<fakeNew>(),1,178,,,1
141733920932,RETURN,-1,,return __newInstance,1,178,,,3
141733920933,RETURN,-1,,return class Meta<meta>(...).<fakeNew>(),5,7,,,1
