98784247808,MEMBER,<empty>,<empty>,__all__,1,,<empty>,7,__all__,,,1,,ANY
98784247809,MEMBER,<empty>,<empty>,tmp0,1,,<empty>,15,tmp0,,,1,,ANY
98784247810,MEMBER,<empty>,<empty>,django_asgi_app,1,,<empty>,18,django_asgi_app,,,2,,ANY
98784247811,MEMBER,<empty>,<empty>,application,1,,<empty>,23,application,,,3,,ANY
98784247812,MEMBER,<empty>,<empty>,tmp1,34,,<empty>,23,tmp1,,,4,,ANY
98784247813,MEMBER,<empty>,<empty>,tmp0,1,,<empty>,5,tmp0,,,1,,ANY
98784247814,MEMBER,<empty>,<empty>,app,1,,<empty>,7,app,,,2,,ANY
98784247815,MEMBER,<empty>,<empty>,app,9,,<empty>,32,app,,,1,,ANY
98784247816,MEMBER,<empty>,<empty>,<fakeNew>,,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<fakeNew>,<empty>,,<fakeNew>,,,5,,ANY
98784247817,MEMBER,<empty>,<empty>,__call__,5,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__,<empty>,34,__call__,,,6,,ANY
98784247818,MEMBER,<empty>,<empty>,__call__,5,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__<metaClassAdapter>,<empty>,34,__call__,,,9,,ANY
98784247819,MEMBER,<empty>,<empty>,__init__,5,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__init__,<empty>,31,__init__,,,10,,ANY
98784247820,MEMBER,<empty>,<empty>,__init__,5,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__init__<metaClassAdapter>,<empty>,31,__init__,,,13,,ANY
98784247821,MEMBER,<empty>,<empty>,int,1,,<empty>,1,int,,,1,,ANY
98784247822,MEMBER,<empty>,<empty>,str,1,,<empty>,1,str,,,2,,ANY
98784247823,MEMBER,<empty>,<empty>,User,1,,<empty>,9,User,,,3,,ANY
98784247824,MEMBER,<empty>,<empty>,get_user,1,,<empty>,13,get_user,,,4,,ANY
98784247825,MEMBER,<empty>,<empty>,UUIDAuthMiddleware,1,,<empty>,30,UUIDAuthMiddleware,,,5,,ANY
98784247826,MEMBER,<empty>,<empty>,<fakeNew>,,backend\\permissions.py:<module>.DebugPermission.<fakeNew>,<empty>,,<fakeNew>,,,5,,ANY
98784247827,MEMBER,<empty>,<empty>,has_permission,5,backend\\permissions.py:<module>.DebugPermission.has_permission,<empty>,10,has_permission,,,6,,ANY
98784247828,MEMBER,<empty>,<empty>,has_permission,5,backend\\permissions.py:<module>.DebugPermission.has_permission<metaClassAdapter>,<empty>,10,has_permission,,,9,,ANY
98784247829,MEMBER,<empty>,<empty>,DebugPermission,1,,<empty>,5,DebugPermission,,,1,,ANY
98784247830,MEMBER,<empty>,<empty>,r,1,,<empty>,4,r,,,1,,ANY
98784247831,MEMBER,<empty>,<empty>,websocket_urlpatterns,1,,<empty>,3,websocket_urlpatterns,,,1,,ANY
98784247832,MEMBER,<empty>,<empty>,BASE_DIR,1,,<empty>,18,BASE_DIR,,,1,,ANY
98784247833,MEMBER,<empty>,<empty>,tmp0,12,,<empty>,18,tmp0,,,2,,ANY
98784247834,MEMBER,<empty>,<empty>,SECRET_KEY,1,,<empty>,25,SECRET_KEY,,,3,,ANY
98784247835,MEMBER,<empty>,<empty>,tmp1,14,,<empty>,25,tmp1,,,4,,ANY
98784247836,MEMBER,<empty>,<empty>,DEBUG,1,,<empty>,28,DEBUG,,,5,,ANY
98784247837,MEMBER,<empty>,<empty>,tmp2,9,,<empty>,28,tmp2,,,6,,ANY
98784247838,MEMBER,<empty>,<empty>,CORS_ALLOW_ALL_ORIGINS,1,,<empty>,30,CORS_ALLOW_ALL_ORIGINS,,,7,,ANY
98784247839,MEMBER,<empty>,<empty>,ALLOWED_HOSTS,1,,<empty>,32,ALLOWED_HOSTS,,,8,,ANY
98784247840,MEMBER,<empty>,<empty>,tmp3,28,,<empty>,32,tmp3,,,9,,ANY
98784247841,MEMBER,<empty>,<empty>,AUTH_USER_MODEL,1,,<empty>,34,AUTH_USER_MODEL,,,10,,ANY
98784247842,MEMBER,<empty>,<empty>,tmp4,5,,<empty>,38,tmp4,,,11,,ANY
98784247843,MEMBER,<empty>,<empty>,hostname,5,,<empty>,38,hostname,,,12,,ANY
98784247844,MEMBER,<empty>,<empty>,_,15,,<empty>,38,_,,,13,,ANY
98784247845,MEMBER,<empty>,<empty>,ips,18,,<empty>,38,ips,,,14,,ANY
98784247846,MEMBER,<empty>,<empty>,INTERNAL_IPS,5,,<empty>,39,INTERNAL_IPS,,,15,,ANY
98784247847,MEMBER,<empty>,<empty>,tmp5,20,,<empty>,39,tmp5,,,16,,ANY
98784247848,MEMBER,<empty>,<empty>,tmp6,20,,<empty>,39,tmp6,,,17,,ANY
98784247849,MEMBER,<empty>,<empty>,ip,21,,<empty>,39,ip,,,18,,ANY
98784247850,MEMBER,<empty>,<empty>,LOCAL_APPS,1,,<empty>,44,LOCAL_APPS,,,19,,ANY
98784247851,MEMBER,<empty>,<empty>,INSTALLED_APPS,1,,<empty>,51,INSTALLED_APPS,,,20,,ANY
98784247852,MEMBER,<empty>,<empty>,MIDDLEWARE,1,,<empty>,70,MIDDLEWARE,,,21,,ANY
98784247853,MEMBER,<empty>,<empty>,ROOT_URLCONF,1,,<empty>,82,ROOT_URLCONF,,,22,,ANY
98784247854,MEMBER,<empty>,<empty>,TEMPLATES,1,,<empty>,84,TEMPLATES,,,23,,ANY
98784247855,MEMBER,<empty>,<empty>,tmp7,5,,<empty>,85,tmp7,,,24,,ANY
98784247856,MEMBER,<empty>,<empty>,tmp8,20,,<empty>,90,tmp8,,,25,,ANY
98784247857,MEMBER,<empty>,<empty>,WSGI_APPLICATION,1,,<empty>,101,WSGI_APPLICATION,,,26,,ANY
98784247858,MEMBER,<empty>,<empty>,ASGI_APPLICATION,1,,<empty>,102,ASGI_APPLICATION,,,27,,ANY
98784247859,MEMBER,<empty>,<empty>,DATABASES,1,,<empty>,108,DATABASES,,,28,,ANY
98784247860,MEMBER,<empty>,<empty>,tmp9,13,,<empty>,108,tmp9,,,29,,ANY
98784247861,MEMBER,<empty>,<empty>,tmp10,16,,<empty>,109,tmp10,,,30,,ANY
98784247862,MEMBER,<empty>,<empty>,tmp11,17,,<empty>,111,tmp11,,,31,,ANY
98784247863,MEMBER,<empty>,<empty>,tmp12,17,,<empty>,112,tmp12,,,32,,ANY
98784247864,MEMBER,<empty>,<empty>,tmp13,21,,<empty>,113,tmp13,,,33,,ANY
98784247865,MEMBER,<empty>,<empty>,tmp14,17,,<empty>,114,tmp14,,,34,,ANY
98784247866,MEMBER,<empty>,<empty>,tmp15,17,,<empty>,115,tmp15,,,35,,ANY
98784247867,MEMBER,<empty>,<empty>,AUTH_PASSWORD_VALIDATORS,1,,<empty>,123,AUTH_PASSWORD_VALIDATORS,,,36,,ANY
98784247868,MEMBER,<empty>,<empty>,tmp16,5,,<empty>,124,tmp16,,,37,,ANY
98784247869,MEMBER,<empty>,<empty>,tmp17,5,,<empty>,127,tmp17,,,38,,ANY
98784247870,MEMBER,<empty>,<empty>,tmp18,5,,<empty>,130,tmp18,,,39,,ANY
98784247871,MEMBER,<empty>,<empty>,tmp19,5,,<empty>,133,tmp19,,,40,,ANY
98784247872,MEMBER,<empty>,<empty>,LANGUAGE_CODE,1,,<empty>,142,LANGUAGE_CODE,,,41,,ANY
98784247873,MEMBER,<empty>,<empty>,TIME_ZONE,1,,<empty>,144,TIME_ZONE,,,42,,ANY
98784247874,MEMBER,<empty>,<empty>,tmp20,13,,<empty>,144,tmp20,,,43,,ANY
