55834574848,FIELD_IDENTIFIER,2,,environ,environ,1,15,,,2
55834574849,FIELD_IDENTIFIER,2,,setdefault,setdefault,1,15,,,2
55834574850,FIELD_IDENTIFIER,2,,websocket_urlpatterns,websocket_urlpatterns,19,26,,,2
55834574851,FIELD_IDENTIFIER,2,,environ,environ,1,5,,,2
55834574852,FIELD_IDENTIFIER,2,,setdefault,setdefault,1,5,,,2
55834574853,FIELD_IDENTIFIER,2,,config_from_object,config_from_object,1,8,,,2
55834574854,FIELD_IDENTIFIER,2,,autodiscover_tasks,autodiscover_tasks,1,10,,,2
55834574855,FIELD_IDENTIFIER,2,,objects,objects,16,15,,,2
55834574856,FIELD_IDENTIFIER,2,,get,get,16,15,,,2
55834574857,FIELD_IDENTIFIER,2,,get,get,15,22,,,2
55834574858,FIELD_IDENTIFIER,2,,delete,delete,9,25,,,2
55834574859,FIELD_IDENTIFIER,2,,app,app,9,32,,,2
55834574860,FIELD_IDENTIFIER,2,,decode,decode,26,35,,,2
55834574861,FIELD_IDENTIFIER,2,,get,get,17,35,,,2
55834574862,FIELD_IDENTIFIER,2,,app,app,22,43,,,2
55834574863,FIELD_IDENTIFIER,2,,<fakeNew>,<fakeNew>,18,31,,,2
55834574864,FIELD_IDENTIFIER,2,,__init__,__init__,18,31,,,2
55834574865,FIELD_IDENTIFIER,2,,DEBUG,DEBUG,16,11,,,2
55834574866,FIELD_IDENTIFIER,2,,<fakeNew>,<fakeNew>,1,5,,,2
55834574867,FIELD_IDENTIFIER,2,,__init__,__init__,1,5,,,2
55834574868,FIELD_IDENTIFIER,2,,REDIS_HOST,REDIS_HOST,22,4,,,2
55834574869,FIELD_IDENTIFIER,2,,REDIS_PORT,REDIS_PORT,48,4,,,2
55834574870,FIELD_IDENTIFIER,2,,Redis,Redis,5,4,,,2
55834574871,FIELD_IDENTIFIER,2,,resolve,resolve,12,18,,,2
55834574872,FIELD_IDENTIFIER,2,,parent,parent,12,18,,,2
55834574873,FIELD_IDENTIFIER,2,,parent,parent,12,18,,,2
55834574874,FIELD_IDENTIFIER,2,,environ,environ,14,25,,,2
55834574875,FIELD_IDENTIFIER,2,,get,get,14,25,,,2
55834574876,FIELD_IDENTIFIER,2,,environ,environ,9,28,,,2
55834574877,FIELD_IDENTIFIER,2,,get,get,9,28,,,2
55834574878,FIELD_IDENTIFIER,2,,environ,environ,28,32,,,2
55834574879,FIELD_IDENTIFIER,2,,get,get,28,32,,,2
55834574880,FIELD_IDENTIFIER,2,,loads,loads,17,32,,,2
55834574881,FIELD_IDENTIFIER,2,,gethostname,gethostname,48,38,,,2
55834574882,FIELD_IDENTIFIER,2,,gethostbyname_ex,gethostbyname_ex,24,38,,,2
55834574883,FIELD_IDENTIFIER,2,,rfind,rfind,26,39,,,2
55834574884,FIELD_IDENTIFIER,2,,append,append,20,39,,,2
55834574885,FIELD_IDENTIFIER,2,,__iter__,__iter__,20,39,,,2
55834574886,FIELD_IDENTIFIER,2,,__next__,__next__,20,39,,,2
55834574887,FIELD_IDENTIFIER,2,,environ,environ,17,111,,,2
55834574888,FIELD_IDENTIFIER,2,,get,get,17,111,,,2
55834574889,FIELD_IDENTIFIER,2,,environ,environ,17,112,,,2
55834574890,FIELD_IDENTIFIER,2,,get,get,17,112,,,2
55834574891,FIELD_IDENTIFIER,2,,environ,environ,21,113,,,2
55834574892,FIELD_IDENTIFIER,2,,get,get,21,113,,,2
