34359738368,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.get_user:User,BY_REFERENCE
34359738369,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.get_user_id:cache,BY_REFERENCE
34359738370,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.get_user:AnonymousUser,BY_REFERENCE
34359738371,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:parse_qs,BY_REFERENCE
34359738372,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:parse_qs,BY_REFERENCE
34359738373,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:get_user_id,BY_REFERENCE
34359738374,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:get_user_id,BY_REFERENCE
34359738375,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:get_user,BY_REFERENCE
34359738376,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:get_user,BY_REFERENCE
34359738377,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:AnonymousUser,BY_REFERENCE
34359738378,CLOSURE_BINDING,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:AnonymousUser,BY_REFERENCE
34359738379,CLOSURE_BINDING,backend\\permissions.py:<module>.DebugPermission.has_permission:settings,BY_REFERENCE
34359738380,CLOSURE_BINDING,backend\\permissions.py:<module>.DebugPermission.<body>:settings,BY_REFERENCE
34359738381,CLOSURE_BINDING,consumer.py:<module>.process_recognition:json,BY_REFERENCE
34359738382,CLOSURE_BINDING,consumer.py:<module>.process_recognition:logger,BY_REFERENCE
34359738383,CLOSURE_BINDING,consumer.py:<module>.process_recognition:ProcessRecognitionService,BY_REFERENCE
34359738384,CLOSURE_BINDING,consumer.py:<module>.main:asyncio,BY_REFERENCE
34359738385,CLOSURE_BINDING,consumer.py:<module>.main:RABBITMQ_DSN,BY_REFERENCE
34359738386,CLOSURE_BINDING,consumer.py:<module>.main:aio_pika,BY_REFERENCE
34359738387,CLOSURE_BINDING,consumer.py:<module>.main:RABBITMQ_EVENTS_EXCHANGE,BY_REFERENCE
34359738388,CLOSURE_BINDING,consumer.py:<module>.main:RABBITMQ_EVENTS_ROUTING_KEY,BY_REFERENCE
